,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
575,4,2.0,1.0,3.0,200.0,3,365,14
5555,4,1.0,1.0,2.0,90.0,5,1125,2
5405,4,1.0,1.0,2.0,100.0,2,1125,1
2593,2,1.0,1.0,1.0,80.0,2,1125,37
6977,4,2.0,2.0,0.0,100.0,3,365,6
3239,3,1.0,1.0,2.0,45.0,1,1125,2
7009,2,1.0,1.0,1.0,42.0,4,1125,32
2524,4,1.0,1.0,2.0,170.0,2,1125,37
238,2,1.0,1.0,1.0,65.0,1,2,3
63,2,1.0,1.0,1.0,114.0,30,30,0
6336,5,2.0,1.0,3.0,110.0,3,8,1
1115,4,2.0,1.0,6.0,95.0,7,60,33
4837,2,1.0,1.5,1.0,41.0,2,1125,216
4164,1,0.0,1.0,1.0,22.0,20,30,4
6008,2,1.0,1.0,1.0,40.0,3,1125,3
1029,3,1.0,1.0,2.0,45.0,3,31,13
6473,2,1.0,1.0,1.0,60.0,6,1125,15
5091,4,2.0,1.0,4.0,110.0,4,10,1
7530,2,1.0,1.0,1.0,55.0,3,10,63
3474,4,2.0,2.0,2.0,390.0,1,1125,53
7933,2,0.0,1.0,1.0,60.0,4,5,4
7460,2,1.0,1.0,1.0,100.0,2,14,72
1473,2,1.0,1.0,1.0,45.0,4,21,0
7435,2,1.0,1.0,1.0,80.0,3,4,86
1538,2,1.0,1.0,1.0,90.0,5,14,0
1918,2,1.0,1.0,1.0,50.0,2,14,225
6848,2,0.0,1.0,1.0,50.0,5,1125,5
3344,2,1.0,1.0,1.0,48.0,4,1125,23
5398,5,2.0,1.0,4.0,90.0,7,1125,0
5685,2,1.0,1.0,1.0,40.0,2,30,0
6751,2,1.0,1.0,1.0,89.0,2,10,18
507,6,1.0,1.0,3.0,144.0,6,365,164
3480,2,1.0,1.0,1.0,70.0,3,1125,36
4428,6,4.0,1.5,4.0,270.0,2,21,30
3463,4,2.0,1.0,4.0,160.0,2,1125,298
1211,2,1.0,1.0,1.0,35.0,3,300,9
4654,6,3.0,1.0,5.0,200.0,3,30,83
2519,2,1.0,1.0,1.0,60.0,4,30,252
3573,2,0.0,1.0,1.0,57.0,2,1125,9
4223,4,1.0,1.0,1.0,80.0,2,1125,12
65,2,0.0,1.0,1.0,65.0,4,360,85
2231,4,1.0,1.0,2.0,115.0,3,90,139
5435,2,1.0,1.0,1.0,70.0,2,1125,2
2169,6,2.0,1.0,4.0,140.0,3,30,4
6578,2,1.0,1.0,1.0,70.0,2,1125,129
3732,4,2.0,1.0,2.0,145.0,4,365,20
2652,2,1.0,1.0,0.0,80.0,3,30,342
5922,2,0.0,1.0,0.0,80.0,3,15,137
4574,2,1.0,1.0,0.0,59.0,2,1125,1
4174,3,2.0,1.0,1.0,100.0,3,35,119
5105,4,1.0,1.0,2.0,45.0,5,16,1
5852,4,2.0,1.0,4.0,100.0,1,1125,1
7718,2,1.0,1.0,1.0,70.0,4,1125,18
3341,7,3.0,2.0,5.0,350.0,3,20,22
2991,4,1.0,1.0,2.0,140.0,4,1125,43
7694,2,1.0,1.0,0.0,80.0,4,180,7
2856,2,1.0,1.0,1.0,70.0,2,15,12
7441,4,1.0,1.0,1.0,95.0,7,14,12
1648,3,1.0,1.0,1.0,85.0,3,15,13
239,1,1.0,1.0,1.0,60.0,1,4,1
780,5,1.0,1.0,3.0,50.0,2,9,86
748,2,0.0,1.0,1.0,63.0,1,30,353
4499,4,1.0,1.0,2.0,130.0,3,365,182
5210,2,1.0,1.0,1.0,87.0,2,1125,127
4118,4,1.0,1.0,1.0,96.0,30,1125,3
7074,6,3.0,1.0,5.0,290.0,5,1125,8
7999,6,1.0,1.0,3.0,40.0,4,1125,49
7797,2,0.0,1.0,2.0,110.0,5,1125,22
6098,2,1.0,1.0,1.0,129.0,2,1124,401
7466,4,1.0,1.0,2.0,75.0,15,30,18
3072,5,2.0,1.0,3.0,49.0,4,1125,7
53,4,1.0,1.5,3.0,125.0,5,120,54
3083,4,2.0,1.0,4.0,220.0,3,1125,54
5004,3,0.0,1.0,2.0,68.0,4,90,89
3252,2,1.0,1.0,1.0,60.0,2,8,2
2258,4,1.0,1.0,2.0,60.0,4,1125,17
2720,1,1.0,1.0,1.0,39.0,1,1125,66
263,4,2.0,1.0,2.0,130.0,3,30,20
3691,4,2.0,2.0,2.0,315.0,91,1125,35
2151,2,1.0,1.0,1.0,75.0,3,10,41
6697,3,0.0,1.0,1.0,110.0,3,1125,1
1370,2,1.0,1.0,1.0,56.0,4,15,31
6198,2,0.0,1.0,1.0,250.0,1,1125,0
7809,2,0.0,1.0,1.0,40.0,6,1125,11
6211,2,0.0,1.0,1.0,52.0,4,90,60
4458,4,1.0,1.0,2.0,150.0,3,18,4
5734,6,2.0,1.0,3.0,150.0,3,30,7
2809,2,1.0,1.0,1.0,90.0,5,15,66
4665,2,1.0,1.0,1.0,80.0,3,14,42
7389,3,0.0,1.0,0.0,80.0,2,14,125
2615,4,2.0,1.0,2.0,150.0,2,30,88
1259,2,1.0,1.0,1.0,60.0,2,31,12
5905,5,3.0,1.0,5.0,52.0,3,1125,4
746,2,1.0,1.0,0.0,39.0,2,10,35
666,2,1.0,1.0,1.0,37.0,2,1125,8
5176,3,1.0,1.0,2.0,145.0,6,1125,22
4524,2,1.0,1.0,1.0,42.0,4,7,47
2180,4,2.0,1.5,5.0,190.0,2,30,33
3450,4,1.0,1.0,2.0,115.0,3,1125,9
5401,5,1.0,1.0,1.0,99.0,1,31,17
3993,6,3.0,1.0,4.0,180.0,3,365,33
3580,6,2.0,2.0,4.0,280.0,6,1125,57
3720,3,2.0,1.0,2.0,106.0,2,1125,72
316,2,1.0,1.0,1.0,50.0,6,365,0
7588,7,2.0,1.0,5.0,200.0,2,1125,111
5533,6,2.0,1.0,3.0,149.0,3,25,1
6857,4,2.0,1.0,2.0,140.0,1,1125,1
4371,4,1.0,1.0,2.0,180.0,1,1125,283
5295,3,1.0,1.0,1.0,72.0,7,1125,3
6642,2,0.0,1.0,1.0,50.0,3,1125,13
5952,2,1.0,1.0,1.0,99.0,4,30,13
2117,6,3.0,2.0,4.0,85.0,4,30,6
4704,5,3.0,2.0,0.0,230.0,3,25,24
557,3,2.0,1.0,2.0,120.0,4,7,8
7597,4,1.0,1.0,2.0,110.0,3,1125,2
6238,2,0.0,1.0,1.0,40.0,5,1125,22
7517,2,0.0,1.0,1.0,42.0,2,15,44
4020,4,1.0,1.0,1.0,100.0,7,365,1
765,6,2.0,1.0,4.0,140.0,4,30,38
3021,3,2.0,1.0,2.0,180.0,1,1125,7
3236,4,1.0,1.0,2.0,155.0,30,1125,0
796,4,5.0,2.0,3.0,130.0,5,60,5
6588,2,1.0,1.0,1.0,45.0,2,1125,38
5381,2,0.0,1.0,1.0,60.0,2,21,301
4419,2,0.0,1.0,1.0,50.0,2,35,14
4679,3,1.0,1.0,1.0,66.0,5,14,20
4547,4,1.0,1.0,3.0,70.0,5,1125,3
4681,2,1.0,1.0,1.0,95.0,4,1125,6
4922,4,1.0,1.0,2.0,78.0,2,1125,126
6899,2,1.0,1.0,1.0,65.0,2,14,69
5196,2,1.0,1.0,1.0,90.0,2,1125,189
3414,2,1.0,1.5,1.0,65.0,2,20,12
4968,4,1.0,1.0,2.0,70.0,2,1125,1
6108,2,1.0,1.0,1.0,60.0,1,1125,0
6883,2,0.0,1.0,1.0,49.0,2,8,13
7945,8,3.0,1.0,5.0,150.0,3,30,1
2413,4,1.0,1.0,2.0,139.0,1,300,65
2056,3,1.0,1.0,1.0,79.0,3,61,222
7347,2,0.0,1.0,1.0,31.0,3,25,1
7840,7,3.0,2.0,3.0,357.0,3,90,47
4512,4,1.0,1.0,2.0,100.0,156,1125,1
3387,6,3.0,1.0,4.0,170.0,3,15,88
7871,5,2.0,1.0,2.0,100.0,3,365,0
945,4,2.0,1.0,3.0,120.0,4,21,17
1834,5,3.0,2.0,5.0,250.0,5,20,77
1167,2,1.0,1.0,1.0,100.0,3,1124,0
1362,2,2.0,1.0,2.0,71.0,6,30,5
4238,2,0.0,1.0,1.0,72.0,2,15,65
4833,2,1.0,1.0,1.0,125.0,2,90,254
3274,1,1.0,1.0,1.0,111.0,6,1125,1
1504,2,1.0,1.0,1.0,75.0,2,1125,25
3801,4,2.0,1.0,3.0,130.0,2,21,58
2005,6,2.0,2.0,4.0,240.0,30,305,0
5687,6,2.0,1.0,2.0,191.0,2,112,28
7566,6,2.0,1.0,2.0,75.0,6,1124,12
3650,4,1.0,1.0,2.0,88.0,3,30,30
4171,2,0.0,1.0,1.0,104.0,90,365,3
4130,4,2.0,1.0,3.0,187.0,6,120,28
1149,2,1.0,1.5,1.0,139.0,3,90,227
968,3,1.0,1.0,2.0,300.0,4,30,0
7867,5,3.0,2.0,4.0,200.0,5,1125,9
5990,7,3.0,2.0,5.0,299.0,5,1125,88
5216,2,1.0,1.0,1.0,40.0,1,1125,4
7528,2,1.0,1.0,1.0,100.0,3,6,59
3907,4,2.0,2.0,2.0,180.0,4,8,75
1885,2,1.0,1.0,1.0,70.0,7,70,38
3886,5,2.0,1.0,3.0,190.0,2,200,60
222,6,1.0,1.0,2.0,40.0,1,365,17
1401,4,1.0,1.0,2.0,89.0,2,7,6
881,2,1.0,1.0,5.0,285.0,4,20,6
3171,2,1.0,1.0,1.0,85.0,2,7,263
2624,2,1.0,1.0,1.0,50.0,365,1125,10
4994,4,2.0,1.0,2.0,83.0,5,1125,18
7744,2,1.0,2.0,3.0,50.0,1,1125,0
716,6,3.0,1.0,4.0,176.0,3,60,13
5987,7,2.0,1.0,4.0,120.0,4,1125,18
857,2,1.0,1.0,1.0,90.0,4,45,47
4721,4,1.0,1.0,2.0,50.0,3,40,9
7943,2,0.0,1.0,1.0,50.0,7,30,19
2947,2,1.0,1.0,1.0,60.0,7,1125,9
5093,2,0.0,1.0,1.0,35.0,14,60,71
2155,5,3.0,1.0,3.0,140.0,1,60,15
5908,2,1.0,1.0,1.0,37.0,4,26,9
2559,2,1.0,1.0,2.0,59.0,180,365,31
5100,7,4.0,1.0,5.0,250.0,4,30,20
242,4,1.0,1.0,2.0,59.0,1,35,588
5708,2,1.0,1.0,1.0,55.0,2,30,11
5540,4,1.0,1.0,2.0,65.0,1,1125,0
2201,2,1.0,1.0,1.0,180.0,4,1125,8
2546,4,1.0,1.0,2.0,130.0,2,30,78
4304,5,2.0,1.0,4.0,195.0,3,1125,81
277,1,1.0,1.0,1.0,74.0,3,730,83
3528,4,2.0,1.0,2.0,160.0,2,1125,66
1700,6,2.0,1.5,3.0,220.0,2,720,98
7828,4,3.0,2.0,3.0,199.0,7,365,0
4348,2,0.0,1.0,1.0,85.0,5,30,69
519,4,1.0,1.0,2.0,188.0,4,90,58
7859,2,0.0,1.0,1.0,90.0,1,1125,0
2418,2,1.0,1.0,1.0,85.0,2,1125,3
1424,2,1.0,1.0,1.0,70.0,15,60,7
4856,3,1.0,1.0,1.0,64.0,1,15,233
7066,3,1.0,1.0,2.0,90.0,4,299,67
7077,4,0.0,1.0,2.0,70.0,1,100,53
672,5,2.0,1.0,2.0,53.0,5,20,2
3489,2,1.0,1.0,1.0,90.0,1,1125,7
5928,4,2.0,1.0,2.0,110.0,2,50,3
4494,3,2.0,1.0,2.0,140.0,4,14,65
2870,6,2.0,2.0,0.0,198.0,7,1124,4
595,4,2.0,1.0,2.0,200.0,2,30,0
4517,2,1.0,1.0,1.0,60.0,4,1125,3
7851,4,1.0,1.0,2.0,59.0,1,15,191
2850,2,1.0,1.0,1.0,60.0,3,6,2
3295,2,1.0,1.0,2.0,72.0,4,45,28
6984,4,1.0,1.0,2.0,90.0,3,1125,1
4865,2,1.0,1.0,1.0,120.0,2,7,21
2387,2,1.0,1.0,1.0,80.0,4,30,3
1907,4,3.0,1.0,0.0,135.0,2,7,69
6915,3,2.0,1.0,2.0,92.0,2,21,74
1566,2,1.0,1.0,1.0,100.0,3,35,104
7838,2,1.0,1.0,1.0,60.0,1,1125,2
3461,2,1.0,1.0,1.0,89.0,30,240,8
281,2,2.0,1.0,2.0,85.0,5,1125,10
6342,4,1.0,1.0,2.0,85.0,5,1125,25
7508,4,1.0,1.0,2.0,200.0,3,1125,24
923,3,1.0,1.0,1.0,130.0,3,1125,45
920,12,6.0,3.5,8.0,857.0,3,30,29
10,6,1.0,1.0,3.0,157.0,1,730,116
6240,2,0.0,1.0,1.0,100.0,7,30,0
4127,2,1.0,1.0,1.0,79.0,3,1125,4
5484,2,1.0,1.0,1.0,32.0,10,40,12
6134,4,1.0,1.0,2.0,100.0,2,1125,8
934,3,1.0,1.0,1.0,42.0,3,30,76
6970,3,0.0,1.0,1.0,38.0,20,90,8
4068,4,1.0,1.0,2.0,64.0,1,1125,3
3508,2,1.0,1.0,1.0,40.0,91,366,2
3693,2,0.0,1.0,1.0,73.0,2,1124,53
725,6,2.0,1.0,3.0,140.0,2,14,4
1686,2,1.0,1.0,1.0,84.0,5,90,14
5498,4,1.0,1.0,2.0,65.0,3,1125,18
1917,2,1.0,1.5,1.0,220.0,2,12,125
2673,3,1.0,1.0,2.0,100.0,7,28,4
7400,4,1.0,1.0,2.0,90.0,3,1125,6
1140,2,1.0,1.0,1.0,100.0,2,28,5
4160,2,1.0,1.0,1.0,75.0,30,1125,0
6419,2,1.0,1.0,1.0,65.0,3,1125,2
4699,3,1.0,1.0,2.0,60.0,3,1125,10
1697,4,1.0,1.0,2.0,98.0,2,15,3
551,6,3.0,2.0,4.0,99.0,3,21,26
5264,2,0.0,1.0,1.0,130.0,3,90,37
245,4,1.0,1.0,1.0,69.0,3,25,65
2098,2,1.0,1.0,1.0,40.0,1,1125,1
267,2,1.0,1.0,1.0,69.0,1,40,48
6727,2,0.0,1.0,1.0,50.0,1,1125,32
6733,2,0.0,1.0,1.0,55.0,23,29,55
4011,4,2.0,1.0,2.0,190.0,3,65,119
3500,6,2.0,1.0,4.0,160.0,3,120,42
7083,3,1.0,1.0,1.0,105.0,91,1125,1
7628,5,2.0,1.0,2.0,115.0,3,1125,13
3226,5,4.0,1.5,5.0,200.0,2,8,18
6492,2,1.0,1.0,1.0,35.0,4,1125,10
43,5,2.0,1.0,4.0,100.0,5,45,4
4139,4,1.0,1.0,2.0,110.0,3,1125,11
136,4,1.0,1.0,2.0,130.0,3,365,120
4441,5,3.0,2.0,5.0,150.0,5,14,2
3757,2,2.0,1.0,2.0,135.0,1,25,19
5081,3,1.0,1.0,2.0,70.0,5,1125,1
5688,6,3.0,1.0,4.0,179.0,5,1125,47
7687,4,1.0,1.0,2.0,50.0,2,1125,0
2396,6,2.0,2.0,3.0,300.0,3,1125,35
5057,11,4.0,3.0,6.0,800.0,3,40,2
613,2,0.0,1.0,1.0,100.0,2,1125,134
3438,4,1.0,1.0,1.0,163.0,91,1125,3
5577,5,3.0,1.0,3.0,190.0,3,1125,2
3772,3,1.0,1.0,2.0,130.0,5,30,122
7798,2,1.0,1.0,1.0,110.0,7,1125,1
6280,4,2.0,1.0,2.0,190.0,7,1125,16
6114,3,1.0,1.0,2.0,115.0,1,10,3
5969,2,1.0,1.0,1.0,65.0,4,1125,1
5567,6,2.0,1.5,3.0,149.0,3,90,3
4329,2,1.0,1.0,2.0,75.0,2,30,91
2956,4,1.0,1.0,1.0,70.0,17,1000,10
4874,4,2.0,1.0,2.0,130.0,3,30,68
3102,4,2.0,1.0,2.0,110.0,14,30,5
7745,4,1.0,1.0,3.0,60.0,3,1125,1
831,2,1.0,1.0,2.0,90.0,3,21,9
7622,4,0.0,1.0,1.0,65.0,4,90,22
2432,1,1.0,0.5,1.0,55.0,5,25,66
5115,6,3.0,1.0,4.0,150.0,5,1125,1
1988,2,1.0,1.0,0.0,160.0,4,21,102
4706,2,1.0,1.0,1.0,30.0,3,1000,136
6088,4,1.0,1.0,2.0,100.0,3,45,2
5592,1,0.0,1.0,1.0,35.0,3,5,6
3743,2,0.0,1.0,1.0,96.0,4,30,51
710,1,1.0,1.0,1.0,28.0,1,1125,52
5088,4,1.0,1.0,1.0,45.0,1,1125,1
116,4,1.0,2.0,2.0,360.0,1,45,14
3416,2,0.0,1.0,1.0,59.0,3,1125,96
6765,2,1.0,1.0,1.0,63.0,2,1125,61
2594,4,1.0,1.0,1.0,80.0,3,1125,3
5336,1,0.0,1.0,1.0,100.0,30,305,9
6897,2,1.0,1.0,2.0,69.0,2,4,24
396,2,1.0,1.0,1.0,95.0,7,90,24
1165,2,1.0,1.0,1.0,100.0,6,14,0
45,2,1.0,1.0,1.0,190.0,3,7,0
6636,2,1.0,1.0,1.0,70.0,3,1125,6
4571,5,1.0,1.0,3.0,80.0,2,1125,23
6119,6,3.0,1.0,3.0,230.0,5,30,20
3568,2,1.0,1.0,1.0,72.0,5,1125,1
5868,4,1.0,1.0,2.0,90.0,7,1125,0
2974,2,1.0,1.0,1.0,61.0,2,15,14
5156,2,1.0,1.0,1.0,50.0,2,1125,17
3156,2,1.0,1.0,1.0,96.0,2,1125,23
7357,4,2.0,1.0,2.0,150.0,5,30,13
6511,2,1.0,1.0,1.0,53.0,1,1125,5
6746,3,1.0,1.0,1.0,65.0,2,30,22
2797,4,1.0,1.0,2.0,89.0,3,1125,5
953,2,1.0,1.0,2.0,49.0,4,34,15
2822,4,2.0,1.0,3.0,132.0,15,30,4
5553,6,3.0,2.0,5.0,130.0,2,1125,39
6470,2,0.0,1.0,2.0,40.0,4,30,25
6825,1,1.0,1.0,1.0,40.0,3,30,13
872,4,2.0,1.0,3.0,110.0,6,60,17
935,2,1.0,1.0,1.0,115.0,3,14,11
6846,4,1.0,1.0,2.0,100.0,1,7,5
6372,4,1.0,1.0,2.0,50.0,2,1125,0
1815,4,3.0,1.0,4.0,130.0,6,28,2
3956,2,1.0,1.5,1.0,125.0,5,1125,14
3128,4,1.0,1.0,2.0,60.0,2,1125,4
6257,5,2.0,1.0,3.0,110.0,1,1125,0
7413,5,1.0,1.0,3.0,125.0,1,1125,69
1902,2,1.0,1.0,1.0,140.0,5,30,133
4979,3,0.0,1.0,2.0,65.0,3,15,15
3859,2,1.0,1.0,1.0,60.0,3,1125,3
7883,3,2.0,1.5,2.0,139.0,3,1125,138
6573,3,1.0,1.0,1.0,45.0,1,1125,1
1690,2,1.0,1.0,1.0,43.0,3,1124,64
4729,5,2.0,1.0,4.0,99.0,6,1125,1
7020,5,2.0,1.5,3.0,240.0,5,60,17
5229,5,2.0,1.0,4.0,185.0,6,60,1
3775,2,0.0,1.0,0.0,62.0,5,21,24
5965,1,1.0,1.0,2.0,100.0,1,21,0
5306,2,0.0,1.0,1.0,55.0,1,1125,1
256,2,1.0,1.0,1.0,60.0,3,30,251
888,4,2.0,2.0,2.0,250.0,2,100,28
2533,3,2.0,1.0,1.0,93.0,2,1125,45
5608,4,2.0,1.0,2.0,50.0,6,1125,2
44,2,1.0,1.0,1.0,76.0,180,180,30
6517,3,1.0,1.0,1.0,55.0,2,1125,2
4437,2,1.0,1.0,1.0,55.0,1,2,0
2026,3,1.0,1.0,2.0,150.0,1,30,156
5046,2,0.0,1.0,1.0,79.0,1,1125,94
533,7,2.0,2.0,5.0,200.0,2,17,24
3919,4,1.0,1.0,2.0,115.0,4,1125,118
6359,1,1.0,1.0,1.0,50.0,2,1125,60
6656,4,2.0,1.0,2.0,60.0,5,30,7
3278,4,1.0,1.0,1.0,60.0,1,1125,4
6079,2,0.0,1.0,1.0,70.0,4,45,0
7570,6,2.0,1.0,4.0,110.0,5,21,33
7141,2,1.0,1.0,1.0,80.0,8,8,0
4106,2,1.0,1.0,1.0,80.0,2,45,41
2273,4,1.0,1.0,2.0,75.0,3,100,90
7410,4,1.0,1.0,1.0,62.0,3,1125,1
7197,2,0.0,1.0,1.0,69.0,13,365,21
5314,6,3.0,2.0,3.0,600.0,4,15,2
1207,4,1.0,1.5,0.0,80.0,4,21,20
5870,4,1.0,1.0,1.0,80.0,2,10,55
2443,2,1.0,1.0,1.0,32.0,7,20,114
2961,5,1.0,1.0,1.0,115.0,3,1125,86
5322,5,2.0,1.0,4.0,200.0,5,1125,69
7229,6,3.0,1.0,3.0,45.0,5,10,1
1670,2,1.0,1.0,1.0,59.0,2,1125,40
6049,5,1.0,1.0,3.0,249.0,3,1125,32
2161,2,1.0,1.0,0.0,50.0,7,365,16
1397,5,1.0,1.0,4.0,80.0,3,1125,29
6161,4,1.0,1.0,3.0,100.0,2,1125,40
5832,4,2.0,2.0,3.0,95.0,5,18,1
7824,4,2.0,1.0,3.0,160.0,1,15,1
1059,2,1.0,1.0,1.0,65.0,4,20,27
3165,4,1.0,1.0,2.0,110.0,5,20,35
6335,4,2.0,1.0,3.0,120.0,2,1125,30
3441,2,1.0,1.0,1.0,95.0,5,40,35
7068,4,2.0,1.0,3.0,109.0,5,1125,2
6571,2,1.0,1.5,1.0,70.0,3,30,5
3708,2,0.0,1.0,1.0,58.0,2,1125,0
5597,4,1.0,1.0,2.0,70.0,2,15,22
3825,2,1.0,1.0,1.0,89.0,2,1125,38
7456,6,2.0,1.5,2.0,250.0,5,1125,1
5644,4,1.0,1.0,1.0,95.0,3,1125,95
1740,1,1.0,1.0,1.0,60.0,4,1125,143
5625,2,1.0,1.0,1.0,49.0,14,60,2
7411,6,3.0,2.0,4.0,290.0,21,181,16
1139,2,1.0,1.0,1.0,52.0,4,1125,9
4341,5,1.0,1.0,2.0,80.0,1,1125,261
208,4,1.0,1.0,2.0,67.0,2,25,153
5506,1,1.0,1.0,1.0,35.0,7,7,11
3392,2,1.0,1.0,2.0,118.0,4,31,133
367,1,1.0,1.0,1.0,59.0,3,120,147
4338,5,2.0,1.0,3.0,190.0,3,1125,19
1184,4,1.0,1.0,1.0,105.0,5,35,17
1419,4,2.0,1.0,2.0,140.0,2,365,44
413,5,2.0,1.0,5.0,147.0,2,60,311
3518,7,4.0,2.0,6.0,200.0,3,10,1
1251,2,1.0,1.0,1.0,113.0,2,30,20
2290,2,1.0,1.0,1.0,79.0,61,123,23
2295,4,2.0,1.0,2.0,77.0,120,1000,24
5178,3,0.0,1.0,2.0,100.0,5,21,7
6256,2,1.0,1.5,1.0,150.0,1,21,80
7942,2,0.0,1.0,1.0,80.0,1,1125,0
7102,2,1.0,0.5,1.0,50.0,1,7,90
2860,5,3.0,1.0,3.0,160.0,4,20,5
2495,4,1.0,1.0,2.0,85.0,7,30,9
1894,5,2.0,1.0,3.0,115.0,3,1125,8
2193,2,1.0,1.0,1.0,50.0,6,30,26
2095,5,3.0,1.0,5.0,130.0,6,49,24
7422,4,2.0,1.0,2.0,150.0,1,1125,340
7034,4,1.0,1.5,1.0,40.0,2,4,0
6070,1,1.0,1.0,1.0,45.0,1,1125,113
4785,4,2.0,1.0,4.0,120.0,2,28,11
6666,2,0.0,1.0,1.0,60.0,20,90,11
6164,1,1.0,0.5,1.0,43.0,3,1125,28
7112,5,3.0,2.0,3.0,350.0,2,1125,12
3637,4,1.0,1.0,2.0,150.0,30,305,119
5070,2,1.0,1.0,1.0,80.0,2,1125,13
5333,2,1.0,1.0,2.0,80.0,1,13,137
542,4,1.0,1.0,2.0,130.0,3,365,16
3343,2,0.0,1.0,1.0,83.0,3,1125,184
7682,6,3.0,2.0,4.0,250.0,1,1125,0
6519,2,1.0,1.0,1.0,100.0,5,9,0
16,4,2.0,1.0,3.0,100.0,5,90,11
2784,2,1.0,1.0,1.0,600.0,3,15,0
6607,2,1.0,1.0,0.0,70.0,1,1125,24
7251,4,1.0,1.0,2.0,80.0,1,1125,1
4193,2,0.0,1.0,1.0,90.0,6,1125,25
7678,1,1.0,1.0,1.0,50.0,6,1125,10
6845,2,0.0,0.0,0.0,130.0,1,1125,0
6580,2,1.0,1.5,1.0,42.0,28,1124,17
2482,4,1.0,1.0,1.0,260.0,3,120,4
508,2,1.0,1.0,1.0,70.0,3,1125,20
7309,2,1.0,1.0,1.0,120.0,1,1125,11
3024,2,1.0,1.0,1.0,125.0,2,12,39
4474,4,2.0,1.0,2.0,95.0,270,1125,7
6426,2,1.0,1.0,1.0,150.0,5,1125,12
2532,4,1.0,1.0,1.0,90.0,1,9,1
2460,3,2.0,1.0,3.0,140.0,6,50,5
7973,4,2.0,1.0,3.0,95.0,8,120,15
3366,2,1.0,1.0,1.0,120.0,3,1125,69
2059,3,1.0,1.0,2.0,90.0,3,14,1
6946,3,1.0,1.5,2.0,52.0,3,30,24
4491,2,1.0,1.0,1.0,90.0,2,22,13
6972,6,1.0,1.0,6.0,30.0,2,1125,31
4764,5,2.0,2.0,3.0,199.0,2,11,16
2268,2,1.0,1.0,1.0,112.0,3,1123,221
1297,5,1.0,1.0,3.0,145.0,4,30,4
3934,4,1.0,1.5,2.0,15.0,1,1125,0
6780,4,1.0,1.0,2.0,80.0,1,1125,9
3462,2,0.0,1.0,1.0,100.0,5,1125,165
1974,2,1.0,1.0,2.0,70.0,4,20,77
5800,2,0.0,1.0,1.0,55.0,2,1125,2
2971,2,1.0,1.0,1.0,120.0,6,90,15
988,4,2.0,2.0,4.0,100.0,4,31,12
1819,2,1.0,1.0,1.0,47.0,21,365,157
6732,1,1.0,0.0,2.0,60.0,1,2,6
1906,6,2.0,1.0,3.0,110.0,2,365,40
528,2,1.0,1.5,1.0,49.0,3,4,104
7600,4,2.0,1.0,0.0,290.0,4,1125,20
3289,4,0.0,1.0,2.0,67.0,30,305,150
343,4,1.0,1.0,4.0,85.0,3,365,160
5759,2,0.0,1.0,1.0,65.0,3,1125,1
217,2,0.0,1.0,1.0,140.0,90,1125,40
7240,4,1.0,1.5,2.0,210.0,3,30,100
836,3,1.0,1.0,1.0,30.0,6,30,0
2340,4,2.0,1.5,2.0,130.0,7,60,23
1406,3,2.0,2.0,4.0,260.0,30,330,16
2824,4,1.0,1.0,2.0,45.0,2,4,0
143,1,1.0,1.0,1.0,60.0,5,20,150
454,1,1.0,1.0,1.0,75.0,2,5,66
2283,2,0.0,1.0,0.0,50.0,2,15,1
7228,2,1.0,1.0,1.0,50.0,2,1125,17
1923,2,1.0,1.0,1.0,65.0,3,28,9
7124,2,0.0,1.0,1.0,92.0,6,1125,66
3883,3,0.0,1.0,1.0,80.0,7,120,5
7230,3,2.0,1.0,2.0,100.0,2,1125,0
7741,3,2.0,1.0,2.0,110.0,30,1125,5
3062,3,1.0,1.0,2.0,134.0,3,120,196
5470,4,1.0,1.0,2.0,95.0,6,1125,12
4580,6,3.0,3.0,3.0,158.0,2,1125,19
1282,4,1.0,1.0,2.0,80.0,4,20,1
7670,3,2.0,1.0,1.0,49.0,1,1125,0
3059,4,2.0,1.0,2.0,68.0,7,20,3
1129,6,3.0,1.0,4.0,115.0,4,365,9
1553,4,1.0,1.0,2.0,180.0,3,60,64
1316,2,1.0,1.0,1.0,84.0,4,15,39
292,2,1.0,1.0,1.0,40.0,2,15,22
826,2,1.0,1.5,1.0,59.0,3,120,25
2374,2,1.0,1.0,1.0,65.0,3,30,0
2057,2,1.0,1.0,1.0,110.0,5,1125,0
2900,6,2.0,1.0,2.0,245.0,4,1125,78
3347,2,0.0,1.0,1.0,55.0,2,1125,24
5055,4,2.0,1.0,2.0,230.0,3,100,36
3479,6,3.0,2.0,5.0,260.0,3,1125,29
6534,6,2.0,1.0,2.0,190.0,2,1125,180
7244,4,1.0,1.0,1.0,100.0,1,1125,34
4535,2,1.0,1.0,1.0,75.0,2,1125,24
5885,1,1.0,2.0,1.0,30.0,1,1125,0
620,2,1.0,1.0,1.0,73.0,6,1125,4
5654,2,1.0,1.0,1.0,114.0,2,1125,27
2713,4,2.0,1.0,1.0,79.0,2,1125,5
5757,10,4.0,3.0,5.0,350.0,3,1125,1
1580,4,1.0,1.0,0.0,109.0,2,365,257
1542,4,1.0,1.5,1.0,85.0,2,1124,53
2876,4,2.0,1.0,1.0,105.0,10,360,25
